Date,Day of the Week,Time of the Day,Location,Reason
4/30/2023,Sunday,Night,Home,Daily Chores
4/30/2023,Sunday,Night,Home,Sleep
5/1/2023,Monday,Morning,Home,Normal routine
5/1/2023,Monday,Morning,Home ,Daily Chores
5/1/2023,Monday,Morning,Backyard,Personal Habit
5/1/2023,Monday,Morning,Garden,Daily Morning Visit
5/1/2023,Monday,Morning,Home,Breakfast
5/1/2023,Monday,Morning,Home,Medicine
5/1/2023,Monday,Morning,Son's House,Casual Visit
5/1/2023,Monday,Morning,Son's House,Casual Visit
5/1/2023,Monday,Afternoon,Son's House,Casual Visit
5/1/2023,Monday,Afternoon,Home,Daily Chores
5/1/2023,Monday,Afternoon,Home,Normal routine
5/1/2023,Monday,Afternoon,Home,Lunch
5/1/2023,Monday,Afternoon,Home,Medicine
5/1/2023,Monday,Afternoon,Home,Daily Chores
5/1/2023,Monday,Afternoon,,
5/1/2023,Monday,Afternoon,,
5/1/2023,Monday,Afternoon,,
5/1/2023,Monday,Evening,Garden,Inspection
5/1/2023,Monday,Evening,Garden,Fertilizing
5/1/2023,Monday,Evening,Home,Sleep
5/1/2023,Monday,Evening,Backyard,Personal Habit
5/1/2023,Monday,Evening,Home,Daily Chores
5/1/2023,Monday,Evening,Home,Normal routine
5/1/2023,Monday,Evening,Home,Normal routine
5/1/2023,Monday,Evening,Home,Sleep
5/1/2023,Monday,Evening,Garden,Daily Evening Visit
5/1/2023,Monday,Evening,Paddy Fields,Walking
5/1/2023,Monday,Night,Paddy Fields,Walking
5/1/2023,Monday,Night,Paddy Fields,Relaxation
5/1/2023,Monday,Night,,
5/1/2023,Monday,Night,,
5/1/2023,Monday,Night,,
5/1/2023,Monday,Night,,
5/1/2023,Monday,Night,Home,Dinner
5/1/2023,Monday,Night,Home,Medicine
5/1/2023,Monday,Night,Home,Daily Chores
5/1/2023,Monday,Night,Home,Sleep
5/2/2023,Tuesday,Morning,Home,Normal routine
5/2/2023,Tuesday,Morning,Home ,Daily Chores
5/2/2023,Tuesday,Morning,Backyard,Personal Habit
5/2/2023,Tuesday,Morning,Garden,Daily Morning Visit
5/2/2023,Tuesday,Morning,Home,Breakfast
5/2/2023,Tuesday,Morning,Home,Medicine
5/2/2023,Tuesday,Morning,Paddy Fields,Walking
5/2/2023,Tuesday,Morning,Paddy Fields,Relaxation
5/2/2023,Tuesday,Morning,,
5/2/2023,Tuesday,Morning,,
5/2/2023,Tuesday,Afternoon,,
5/2/2023,Tuesday,Afternoon,,
5/2/2023,Tuesday,Afternoon,Home,Daily Chores
5/2/2023,Tuesday,Afternoon,Home,Normal routine
5/2/2023,Tuesday,Afternoon,Home,Lunch
5/2/2023,Tuesday,Afternoon,Home,Medicine
5/2/2023,Tuesday,Afternoon,Home,Daily Chores
5/2/2023,Tuesday,Afternoon,,
5/2/2023,Tuesday,Afternoon,,
5/2/2023,Tuesday,Afternoon,,
5/2/2023,Tuesday,Evening,Garden,Inspection
5/2/2023,Tuesday,Evening,Garden,Fertilizing
5/2/2023,Tuesday,Evening,Home,Sleep
5/2/2023,Tuesday,Evening,Backyard,Personal Habit
5/2/2023,Tuesday,Evening,Home,Daily Chores
5/2/2023,Tuesday,Evening,Home,Normal routine
5/2/2023,Tuesday,Evening,Home,Normal routine
5/2/2023,Tuesday,Evening,Garden,Daily Evening Visit
5/2/2023,Tuesday,Evening,Temple,Religious Rites
5/2/2023,Tuesday,Evening,Temple ,Bodhi Pooja
5/2/2023,Tuesday,Night,Temple ,Bodhi Pooja
5/2/2023,Tuesday,Night,Temple,Religious Rites
5/2/2023,Tuesday,Night,Bakery,Buy Bakery Items
5/2/2023,Tuesday,Night,,
5/2/2023,Tuesday,Night,Home,Dinner
5/2/2023,Tuesday,Night,Home,Medicine
5/2/2023,Tuesday,Night,Home,Daily Chores
5/2/2023,Tuesday,Night,Home,Sleep
5/3/2023,Wednesday,Morning,Home,Normal routine
5/3/2023,Wednesday,Morning,Home ,Daily Chores
5/3/2023,Wednesday,Morning,Backyard,Personal Habit
5/3/2023,Wednesday,Morning,Garden,Daily Morning Visit
5/3/2023,Wednesday,Morning,Home,Breakfast
5/3/2023,Wednesday,Morning,Home,Medicine
5/3/2023,Wednesday,Morning,Home,Visit from Elder Daughter
5/3/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Clinic
5/3/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Tests
5/3/2023,Wednesday,Morning,Matara Public Bus Stand,Waiting for a bus
5/3/2023,Wednesday,Afternoon,Matara Public Bus Stand,Waiting for a bus
5/3/2023,Wednesday,Afternoon,Matara Public Bus Stand,Waiting till bus to start the journey
5/3/2023,Wednesday,Afternoon,Home,Daily Chores
5/3/2023,Wednesday,Afternoon,Home,Normal routine
5/3/2023,Wednesday,Afternoon,Home,Lunch
5/3/2023,Wednesday,Afternoon,Home,Medicine
5/3/2023,Wednesday,Afternoon,Home,Daily Chores
5/3/2023,Wednesday,Afternoon,Saloon,Cut hair
5/3/2023,Wednesday,Afternoon,Rahula College - Matara,Pickup Grandson
5/3/2023,Wednesday,Afternoon,Public Bus Stop,Waiting for a bus
5/3/2023,Wednesday,Evening,Public Bus Stop,Waiting for a bus
5/3/2023,Wednesday,Evening,Garden,Inspection
5/3/2023,Wednesday,Evening,Garden,Fertilizing
5/3/2023,Wednesday,Evening,Home,Sleep
5/3/2023,Wednesday,Evening,Backyard,Personal Habit
5/3/2023,Wednesday,Evening,Home,Daily Chores
5/3/2023,Wednesday,Evening,Home,Normal routine
5/3/2023,Wednesday,Evening,Paddy Fields,Walking
5/3/2023,Wednesday,Evening,Paddy Fields,Relaxation
5/3/2023,Wednesday,Night,Home,Normal routine
5/3/2023,Wednesday,Night,Garden,Daily Evening Visit
5/3/2023,Wednesday,Night,,
5/3/2023,Wednesday,Night,,
5/3/2023,Wednesday,Night,Home,Dinner
5/3/2023,Wednesday,Night,Home,Medicine
5/3/2023,Wednesday,Night,Home,Daily Chores
5/3/2023,Wednesday,Night,Home,Sleep
5/4/2023,Thursday,Morning,Home,Normal routine
5/4/2023,Thursday,Morning,Home ,Daily Chores
5/4/2023,Thursday,Morning,Backyard,Personal Habit
5/4/2023,Thursday,Morning,Garden,Daily Morning Visit
5/4/2023,Thursday,Morning,Home,Breakfast
5/4/2023,Thursday,Morning,Home,Medicine
5/4/2023,Thursday,Morning,Bakery,Buy Bakery Items
5/4/2023,Thursday,Morning,Paddy Fields,Walking
5/4/2023,Thursday,Afternoon,,
5/4/2023,Thursday,Afternoon,,
5/4/2023,Thursday,Afternoon,Home,Daily Chores
5/4/2023,Thursday,Afternoon,Home,Normal routine
5/4/2023,Thursday,Afternoon,Home,Lunch
5/4/2023,Thursday,Afternoon,Home,Medicine
5/4/2023,Thursday,Afternoon,Home,Daily Chores
5/4/2023,Thursday,Afternoon,,
5/4/2023,Thursday,Afternoon,,
5/4/2023,Thursday,Afternoon,,
5/4/2023,Thursday,Evening,Garden,Inspection
5/4/2023,Thursday,Evening,Garden,Fertilizing
5/4/2023,Thursday,Evening,Home,Sleep
5/4/2023,Thursday,Evening,Backyard,Personal Habit
5/4/2023,Thursday,Evening,Home,Daily Chores
5/4/2023,Thursday,Evening,Home,Normal routine
5/4/2023,Thursday,Evening,Home,Normal routine
5/4/2023,Thursday,Evening,Garden,Daily Evening Visit
5/4/2023,Thursday,Evening,Paddy Fields,Walking
5/4/2023,Thursday,Evening,Paddy Fields,Relaxation
5/4/2023,Thursday,Night,Garden,Inspection
5/4/2023,Thursday,Night,Garden,Fertilizing
5/4/2023,Thursday,Night,,
5/4/2023,Thursday,Night,,
5/4/2023,Thursday,Night,,
5/4/2023,Thursday,Night,Bakery,Buy Bakery Items
5/4/2023,Thursday,Night,Home,Dinner
5/4/2023,Thursday,Night,Home,Medicine
5/4/2023,Thursday,Night,Home,Daily Chores
5/4/2023,Thursday,Night,Home,Sleep
5/5/2023,Friday,Morning,Home,Normal routine
5/5/2023,Friday,Morning,Home ,Daily Chores
5/5/2023,Friday,Morning,Backyard,Personal Habit
5/5/2023,Friday,Morning,Garden,Daily Morning Visit
5/5/2023,Friday,Morning,Home,Breakfast
5/5/2023,Friday,Morning,Home,Medicine
5/5/2023,Friday,Morning,Nupe Junction,Vesak Dansal
5/5/2023,Friday,Morning,Hiriketiya Junction,Vesak Dansal
5/5/2023,Friday,Morning,Grocery Store,Buy Essentials
5/5/2023,Friday,Morning,Son's House,Casual Visit
5/5/2023,Friday,Afternoon,Son's House,Casual Visit
5/5/2023,Friday,Afternoon,Son's House,Casual Visit
5/5/2023,Friday,Afternoon,Home,Daily Chores
5/5/2023,Friday,Afternoon,Home,Normal routine
5/5/2023,Friday,Afternoon,Home,Lunch from Vesak Dansal
5/5/2023,Friday,Afternoon,Home,Visit from a friend
5/5/2023,Friday,Afternoon,Home,Visit from a friend
5/5/2023,Friday,Afternoon,Home,Medicine
5/5/2023,Friday,Afternoon,Home,Daily Chores
5/5/2023,Friday,Afternoon,Temple,Religious Rites
5/5/2023,Friday,Evening,Temple,Religious Rites
5/5/2023,Friday,Evening,Temple,Bodhi Pooja
5/5/2023,Friday,Evening,Temple,Bodhi Pooja
5/5/2023,Friday,Evening,Garden,Inspection
5/5/2023,Friday,Evening,Garden,Fertilizing
5/5/2023,Friday,Evening,Backyard,Personal Habit
5/5/2023,Friday,Evening,Home,Daily Chores
5/5/2023,Friday,Evening,Home,Normal routine
5/5/2023,Friday,Evening,Home,Sleep
5/5/2023,Friday,Evening,Garden,Daily Evening Visit
5/5/2023,Friday,Night,Home,Daily Chores
5/5/2023,Friday,Night,Matara City -  Filling Station,Filling vehicle with fuel
5/5/2023,Friday,Night,Rahula College - Matara,Vesak Lanterns
5/5/2023,Friday,Night,Matara City,Vesak Thorana
5/5/2023,Friday,Night,Sujatha Balika Vidyala - Matara,Vesak Lanterns
5/5/2023,Friday,Night,Home,Watch Television
5/5/2023,Friday,Night,Home,Dinner
5/5/2023,Friday,Night,Home,Medicine
5/5/2023,Friday,Night,Home,Daily Chores
5/5/2023,Friday,Night,Home,Sleep
5/6/2023,Saturday,Morning,Home,Normal routine
5/6/2023,Saturday,Morning,Home ,Daily Chores
5/6/2023,Saturday,Morning,Backyard,Personal Habit
5/6/2023,Saturday,Morning,Garden,Daily Morning Visit
5/6/2023,Saturday,Morning,Home,Breakfast
5/6/2023,Saturday,Morning,Home,Medicine
5/6/2023,Saturday,Morning,Matara City,Vesak Dansal
5/6/2023,Saturday,Morning,Matara Bodhiya,Religious Rites
5/6/2023,Saturday,Morning,Matara Bodhiya,Almsgiving Ceremony
5/6/2023,Saturday,Morning,Matara Beach Area,Vesak Dansal
5/6/2023,Saturday,Afternoon,Matara Beach Area,Vesak Dansal
5/6/2023,Saturday,Afternoon,Matara City,Vesak Dansal
5/6/2023,Saturday,Afternoon,Home,Daily Chores
5/6/2023,Saturday,Afternoon,Home,Normal routine
5/6/2023,Saturday,Afternoon,Home,Lunch
5/6/2023,Saturday,Afternoon,Home,Medicine
5/6/2023,Saturday,Afternoon,Home,Daily Chores
5/6/2023,Saturday,Afternoon,Home,Watch Television
5/6/2023,Saturday,Afternoon,Neighbour 1 House,Friendly Visit
5/6/2023,Saturday,Afternoon,Grocery Store,Buy Essentials
5/6/2023,Saturday,Evening,Grocery Store,Buy Essentials
5/6/2023,Saturday,Evening,Garden,Planting 
5/6/2023,Saturday,Evening,Garden,Fertilizing
5/6/2023,Saturday,Evening,Garden,Inspection
5/6/2023,Saturday,Evening,Home,Watch Television
5/6/2023,Saturday,Evening,Home,Sleep
5/6/2023,Saturday,Evening,Backyard,Personal Habit
5/6/2023,Saturday,Evening,Home,Daily Chores
5/6/2023,Saturday,Evening,Home,Normal routine
5/6/2023,Saturday,Evening,Garden,Daily Evening Visit
5/6/2023,Saturday,Night,Home,Helping Family
5/6/2023,Saturday,Night,Home,Helping Family
5/6/2023,Saturday,Night,Matara City,Vesak Thorana
5/6/2023,Saturday,Night,Rahula College - Matara,Vesak Lanterns
5/6/2023,Saturday,Night,Sujatha Balika Vidyala - Matara,Vesak Lanterns
5/6/2023,Saturday,Night,Home,Watch Television
5/6/2023,Saturday,Night,Home,Dinner
5/6/2023,Saturday,Night,Home,Medicine
5/6/2023,Saturday,Night,Home,Daily Chores
5/6/2023,Saturday,Night,Home,Sleep
5/7/2023,Sunday,Morning,Home,Normal routine
5/7/2023,Sunday,Morning,Home ,Daily Chores
5/7/2023,Sunday,Morning,Backyard,Personal Habit
5/7/2023,Sunday,Morning,Garden,Daily Morning Visit
5/7/2023,Sunday,Morning,Home,Breakfast
5/7/2023,Sunday,Morning,Home,Medicine
5/7/2023,Sunday,Morning,Public Bus Stop,Waiting for a bus
5/7/2023,Sunday,Morning,Matara Weekly Fair,Buy Vegetables
5/7/2023,Sunday,Morning,Matara Weekly Fair,Buy Spices
5/7/2023,Sunday,Morning,Matara Fish Market,Buy Fish
5/7/2023,Sunday,Afternoon,Grocery Store,Buy essentials
5/7/2023,Sunday,Afternoon,Grocery Store,Buy News Paper
5/7/2023,Sunday,Afternoon,Home,Daily Chores
5/7/2023,Sunday,Afternoon,Home,Normal routine
5/7/2023,Sunday,Afternoon,Home,Lunch
5/7/2023,Sunday,Afternoon,Home,Medicine
5/7/2023,Sunday,Afternoon,Home,Daily Chores
5/7/2023,Sunday,Afternoon,,
5/7/2023,Sunday,Afternoon,Cargills Food City - Matara,Buy Essentials
5/7/2023,Sunday,Afternoon,Cargills Food City - Matara,Buy Essentials
5/7/2023,Sunday,Evening,Cargills Food City - Matara,Buy Essentials
5/7/2023,Sunday,Evening,Garden,Inspection
5/7/2023,Sunday,Evening,Garden,Fertilizing
5/7/2023,Sunday,Evening,Home,Sleep
5/7/2023,Sunday,Evening,Backyard,Personal Habit
5/7/2023,Sunday,Evening,Home,Daily Chores
5/7/2023,Sunday,Evening,Home,Normal routine
5/7/2023,Sunday,Evening,Paddy Fields,Walking
5/7/2023,Sunday,Evening,Paddy Fields,Relaxation
5/7/2023,Sunday,Evening,Elderly Society,Weekly Assembly
5/7/2023,Sunday,Night,Elderly Society,Weekly Assembly
5/7/2023,Sunday,Night,Home,Normal routine
5/7/2023,Sunday,Night,Garden,Daily Evening Visit
5/7/2023,Sunday,Night,Nearby Restaurant,Buy Food
5/7/2023,Sunday,Night,Home,Dinner
5/7/2023,Sunday,Night,Home,Medicine
5/7/2023,Sunday,Night,Home,Daily Chores
5/7/2023,Sunday,Night,Home,Sleep
5/8/2023,Monday,Morning,Home,Normal routine
5/8/2023,Monday,Morning,Home ,Daily Chores
5/8/2023,Monday,Morning,Backyard,Personal Habit
5/8/2023,Monday,Morning,Garden,Daily Morning Visit
5/8/2023,Monday,Morning,Home,Breakfast
5/8/2023,Monday,Morning,Home,Medicine
5/8/2023,Monday,Morning,Public Bus Stop,Waiting for a bus
5/8/2023,Monday,Morning,Kaburugamuwa Hospital,Monthly Dimentia Clinic
5/8/2023,Monday,Morning,Kaburugamuwa Hospital,Visit Doctor
5/8/2023,Monday,Morning,Pharmacy 2,Buy Medicine
5/8/2023,Monday,Afternoon,Home,Visit from A Neighbour
5/8/2023,Monday,Afternoon,Rahula College - Matara,Pickup Grandson
5/8/2023,Monday,Afternoon,Home,Daily Chores
5/8/2023,Monday,Afternoon,Home,Normal routine
5/8/2023,Monday,Afternoon,Home,Lunch
5/8/2023,Monday,Afternoon,Home,Medicine
5/8/2023,Monday,Afternoon,Home,Daily Chores
5/8/2023,Monday,Afternoon,Home,Visit from A Neighbour
5/8/2023,Monday,Afternoon,Public Bus Stop,Waiting for a bus
5/8/2023,Monday,Evening,Public Bus Stop,Waiting for a bus
5/8/2023,Monday,Evening,Home,Visit from A Neighbour
5/8/2023,Monday,Evening,Garden,Inspection
5/8/2023,Monday,Evening,Garden,Fertilizing
5/8/2023,Monday,Evening,Home,Sleep
5/8/2023,Monday,Evening,Backyard,Personal Habit
5/8/2023,Monday,Evening,Home,Daily Chores
5/8/2023,Monday,Evening,Home,Normal routine
5/8/2023,Monday,Evening,Paddy Fields,Walking
5/8/2023,Monday,Evening,Paddy Fields,Relaxation
5/8/2023,Monday,Night,Home,Normal routine
5/8/2023,Monday,Night,Garden,Daily Evening Visit
5/8/2023,Monday,Night,Home,Dinner
5/8/2023,Monday,Night,Home,Medicine
5/8/2023,Monday,Night,Home,Daily Chores
5/8/2023,Monday,Night,Home,Sleep
5/9/2023,Tuesday,Morning,Home,Normal routine
5/9/2023,Tuesday,Morning,Home ,Daily Chores
5/9/2023,Tuesday,Morning,Backyard,Personal Habit
5/9/2023,Tuesday,Morning,Garden,Daily Morning Visit
5/9/2023,Tuesday,Morning,Home,Breakfast
5/9/2023,Tuesday,Morning,Home,Medicine
5/9/2023,Tuesday,Morning,Paddy Fields,Walking
5/9/2023,Tuesday,Afternoon,,
5/9/2023,Tuesday,Afternoon,Home,Daily Chores
5/9/2023,Tuesday,Afternoon,Home,Normal routine
5/9/2023,Tuesday,Afternoon,Home,Lunch
5/9/2023,Tuesday,Afternoon,Home,Medicine
5/9/2023,Tuesday,Afternoon,Home,Daily Chores
5/9/2023,Tuesday,Evening,Garden,Inspection
5/9/2023,Tuesday,Evening,Garden,Fertilizing
5/9/2023,Tuesday,Evening,Home,Sleep
5/9/2023,Tuesday,Evening,Backyard,Personal Habit
5/9/2023,Tuesday,Evening,Home,Daily Chores
5/9/2023,Tuesday,Evening,Home,Normal routine
5/9/2023,Tuesday,Evening,Home,Normal routine
5/9/2023,Tuesday,Evening,Garden,Daily Evening Visit
5/9/2023,Tuesday,Evening,Temple,Religious Rites
5/9/2023,Tuesday,Evening,Temple ,Bodhi Pooja
5/9/2023,Tuesday,Night,Temple ,Bodhi Pooja
5/9/2023,Tuesday,Night,Temple,Religious Rites
5/9/2023,Tuesday,Night,Home,Dinner
5/9/2023,Tuesday,Night,Home,Medicine
5/9/2023,Tuesday,Night,Home,Daily Chores
5/9/2023,Tuesday,Night,Home,Sleep
5/10/2023,Wednesday,Morning,Home,Normal routine
5/10/2023,Wednesday,Morning,Home ,Daily Chores
5/10/2023,Wednesday,Morning,Backyard,Personal Habit
5/10/2023,Wednesday,Morning,Garden,Daily Morning Visit
5/10/2023,Wednesday,Morning,Home,Breakfast
5/10/2023,Wednesday,Morning,Home,Medicine
5/10/2023,Wednesday,Morning,Home,Visit from Elder Daughter
5/10/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Clinic
5/10/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Tests
5/10/2023,Wednesday,Morning,Matara Public Bus Stand,Waiting for a bus
5/10/2023,Wednesday,Afternoon,Matara Public Bus Stand,Waiting for a bus
5/10/2023,Wednesday,Afternoon,Matara Public Bus Stand,Waiting till bus to start the journey
5/10/2023,Wednesday,Afternoon,Home,Daily Chores
5/10/2023,Wednesday,Afternoon,Home,Normal routine
5/10/2023,Wednesday,Afternoon,Home,Lunch
5/10/2023,Wednesday,Afternoon,Home,Medicine
5/10/2023,Wednesday,Afternoon,Home,Daily Chores
5/10/2023,Wednesday,Afternoon,Rahula College - Matara,Pickup Grandson
5/10/2023,Wednesday,Afternoon,Public Bus Stop,Waiting for a bus
5/10/2023,Wednesday,Evening,Public Bus Stop,Waiting for a bus
5/10/2023,Wednesday,Evening,Garden,Inspection
5/10/2023,Wednesday,Evening,Garden,Fertilizing
5/10/2023,Wednesday,Evening,Home,Sleep
5/10/2023,Wednesday,Evening,Backyard,Personal Habit
5/10/2023,Wednesday,Evening,Home,Daily Chores
5/10/2023,Wednesday,Evening,Home,Normal routine
5/10/2023,Wednesday,Evening,Paddy Fields,Walking
5/10/2023,Wednesday,Evening,Paddy Fields,Relaxation
5/10/2023,Wednesday,Night,Home,Normal routine
5/10/2023,Wednesday,Night,Garden,Daily Evening Visit
5/10/2023,Wednesday,Night,Bakery,Buy Bakery Items
5/10/2023,Wednesday,Night,Home,Dinner
5/10/2023,Wednesday,Night,Home,Medicine
5/10/2023,Wednesday,Night,Home,Daily Chores
5/10/2023,Wednesday,Night,Home,Sleep
5/11/2023,Thursday,Morning,Home,Normal routine
5/11/2023,Thursday,Morning,Home ,Daily Chores
5/11/2023,Thursday,Morning,Backyard,Personal Habit
5/11/2023,Thursday,Morning,Garden,Daily Morning Visit
5/11/2023,Thursday,Morning,Home,Breakfast
5/11/2023,Thursday,Morning,Home,Medicine
5/11/2023,Thursday,Morning,Paddy Fields,Walking
5/11/2023,Thursday,Afternoon,,
5/11/2023,Thursday,Afternoon,Nearby Restaurant,Buy Food
5/11/2023,Thursday,Afternoon,Home,Daily Chores
5/11/2023,Thursday,Afternoon,Home,Normal routine
5/11/2023,Thursday,Afternoon,Home,Lunch
5/11/2023,Thursday,Afternoon,Home,Medicine
5/11/2023,Thursday,Afternoon,Home,Daily Chores
5/11/2023,Thursday,Afternoon,,
5/11/2023,Thursday,Afternoon,,
5/11/2023,Thursday,Afternoon,,
5/11/2023,Thursday,Evening,Garden,Inspection
5/11/2023,Thursday,Evening,Garden,Fertilizing
5/11/2023,Thursday,Evening,Home,Sleep
5/11/2023,Thursday,Evening,Backyard,Personal Habit
5/11/2023,Thursday,Evening,Home,Daily Chores
5/11/2023,Thursday,Evening,Home,Normal routine
5/11/2023,Thursday,Evening,Home,Normal routine
5/11/2023,Thursday,Evening,Garden,Daily Evening Visit
5/11/2023,Thursday,Evening,Paddy Fields,Walking
5/11/2023,Thursday,Evening,Paddy Fields,Relaxation
5/11/2023,Thursday,Night,Garden,Inspection
5/11/2023,Thursday,Night,Garden,Fertilizing
5/11/2023,Thursday,Night,Home,Dinner
5/11/2023,Thursday,Night,Home,Medicine
5/11/2023,Thursday,Night,Home,Daily Chores
5/11/2023,Thursday,Night,Home,Sleep
5/12/2023,Friday,Morning,Home,Normal routine
5/12/2023,Friday,Morning,Home ,Daily Chores
5/12/2023,Friday,Morning,Backyard,Personal Habit
5/12/2023,Friday,Morning,Garden,Daily Morning Visit
5/12/2023,Friday,Morning,Home,Breakfast
5/12/2023,Friday,Morning,Home,Medicine
5/12/2023,Friday,Morning,Elder Daughter's House,Elder Daughter is ill.
5/12/2023,Friday,Morning,Elder Daughter's House,Casual Visit
5/12/2023,Friday,Morning,Elder Daughter's House,Discussion
5/12/2023,Friday,Morning,Elder Daughter's House,Elder Daughter is ill.
5/12/2023,Friday,Afternoon,Elder Daughter's House,Elder Daughter is ill.
5/12/2023,Friday,Afternoon,Elder Daughter's House,Casual Visit
5/12/2023,Friday,Afternoon,Home,Daily Chores
5/12/2023,Friday,Afternoon,Home,Normal routine
5/12/2023,Friday,Afternoon,Home,Lunch
5/12/2023,Friday,Afternoon,Home,Medicine
5/12/2023,Friday,Afternoon,Home,Daily Chores
5/12/2023,Friday,Afternoon,Rahula College - Matara,Pickup Grandson
5/12/2023,Friday,Afternoon,Public Bus Stop,Waiting for a bus
5/12/2023,Friday,Evening,Public Bus Stop,Waiting for a bus
5/12/2023,Friday,Evening,Bakery,Buy Bakery Items
5/12/2023,Friday,Evening,Garden,Inspection
5/12/2023,Friday,Evening,Garden,Fertilizing
5/12/2023,Friday,Evening,Grandson's Private Tuition Class 1,Pickup Grandson
5/12/2023,Friday,Evening,Home,Sleep
5/12/2023,Friday,Evening,Backyard,Personal Habit
5/12/2023,Friday,Evening,Home,Daily Chores
5/12/2023,Friday,Evening,Home,Normal routine
5/12/2023,Friday,Evening,Home,Normal routine
5/12/2023,Friday,Evening,Garden,Daily Evening Visit
5/12/2023,Friday,Night,Elder Daughter's House,Elder Daughter is ill.
5/12/2023,Friday,Night,Elder Daughter's House,Casual Visit
5/12/2023,Friday,Night,Elder Daughter's House,Discussion
5/12/2023,Friday,Night,Elder Daughter's House,Elder Daughter is ill.
5/12/2023,Friday,Night,Elder Daughter's House,Elder Daughter is ill.
5/12/2023,Friday,Night,Elder Daughter's House,Casual Visit
5/12/2023,Friday,Night,Home,Dinner
5/12/2023,Friday,Night,Home,Medicine
5/12/2023,Friday,Night,Home,Daily Chores
5/12/2023,Friday,Night,Home,Sleep
5/13/2023,Saturday,Morning,Home,Normal routine
5/13/2023,Saturday,Morning,Home ,Daily Chores
5/13/2023,Saturday,Morning,Backyard,Personal Habit
5/13/2023,Saturday,Morning,Garden,Daily Morning Visit
5/13/2023,Saturday,Morning,Home,Breakfast
5/13/2023,Saturday,Morning,Home,Medicine
5/13/2023,Saturday,Morning,Elder Daughter's House,Elder Daughter is ill.
5/13/2023,Saturday,Morning,Elder Daughter's House,Casual Visit
5/13/2023,Saturday,Morning,Elder Daughter's House,Discussion
5/13/2023,Saturday,Morning,Elder Daughter's House,Elder Daughter is ill.
5/13/2023,Saturday,Afternoon,Elder Daughter's House,Elder Daughter is ill.
5/13/2023,Saturday,Afternoon,Elder Daughter's House,Casual Visit
5/13/2023,Saturday,Afternoon,Home,Daily Chores
5/13/2023,Saturday,Afternoon,Home,Normal routine
5/13/2023,Saturday,Afternoon,Home,Lunch
5/13/2023,Saturday,Afternoon,Home,Medicine
5/13/2023,Saturday,Afternoon,Home,Daily Chores
5/13/2023,Saturday,Afternoon,Keells Supermarket - Matara,Buy essentials
5/13/2023,Saturday,Afternoon,Keells Supermarket - Matara,Buy essentials
5/13/2023,Saturday,Afternoon,Home,Normal routine
5/13/2023,Saturday,Evening,Garden,Inspection
5/13/2023,Saturday,Evening,Garden,Fertilizing
5/13/2023,Saturday,Evening,Grandson's Private Tuition Class 2,Pickup Grandson
5/13/2023,Saturday,Evening,Home,Sleep
5/13/2023,Saturday,Evening,Backyard,Personal Habit
5/13/2023,Saturday,Evening,Home,Daily Chores
5/13/2023,Saturday,Evening,Home,Normal routine
5/13/2023,Saturday,Evening,Garden,Daily Evening Visit
5/13/2023,Saturday,Evening,Temple,Religious Rites
5/13/2023,Saturday,Evening,Temple ,Bodhi Pooja
5/13/2023,Saturday,Night,Temple ,Bodhi Pooja
5/13/2023,Saturday,Night,Elder Daughter's House,Casual Visit
5/13/2023,Saturday,Night,Dispensary,Elder Daughter is ill.
5/13/2023,Saturday,Night,Dispensary,To get medicine for elder daughter
5/13/2023,Saturday,Night,Pharmacy 3,Buy Medicine
5/13/2023,Saturday,Night,Home,Arrival 
5/13/2023,Saturday,Night,Home,Dinner
5/13/2023,Saturday,Night,Home,Medicine
5/13/2023,Saturday,Night,Home,Daily Chores
5/13/2023,Saturday,Night,Home,Sleep
5/14/2023,Sunday,Morning,Home,Normal routine
5/14/2023,Sunday,Morning,Home ,Daily Chores
5/14/2023,Sunday,Morning,Backyard,Personal Habit
5/14/2023,Sunday,Morning,Garden,Daily Morning Visit
5/14/2023,Sunday,Morning,Home,Breakfast
5/14/2023,Sunday,Morning,Home,Medicine
5/14/2023,Sunday,Morning,Fish Shop,Buy Fish to Cook
5/14/2023,Sunday,Morning,Meat Shop,Buy Meat to Cook
5/14/2023,Sunday,Morning,Elder Daughter's House,Elder Daughter is ill.
5/14/2023,Sunday,Morning,Elder Daughter's House,Casual Visit
5/14/2023,Sunday,Afternoon,Elder Daughter's House,Elder Daughter is ill.
5/14/2023,Sunday,Afternoon,Elder Daughter's House,Casual Visit
5/14/2023,Sunday,Afternoon,Sunday School,Pick up Grand Son
5/14/2023,Sunday,Afternoon,Home,Normal routine
5/14/2023,Sunday,Afternoon,Home,Daily Chores
5/14/2023,Sunday,Afternoon,Home,Normal routine
5/14/2023,Sunday,Afternoon,Home,Lunch
5/14/2023,Sunday,Afternoon,Home,Medicine
5/14/2023,Sunday,Afternoon,Home,Daily Chores
5/14/2023,Sunday,Afternoon,Grocery Store,Buy News Paper
5/14/2023,Sunday,Evening,Grocery Store,Buy News Paper
5/14/2023,Sunday,Evening,Garden,Inspection
5/14/2023,Sunday,Evening,Garden,Fertilizing
5/14/2023,Sunday,Evening,Home,Sleep
